fold_key	exact_spellings	semantic_status	taxonomy_status	reviewed_destination	import_status	final_master_path	batch_id
bone_eye_l	Bone_eye_L; Bone_Eye_L	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	3
boobjobl+boobjobr	BoobJobL+BoobJobR	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	3
box06	Box06	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	3
brows-r-surprise	Brows-R-Surprise	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	3
btn.hour	Btn.Hour	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	3
c facebase b	C FaceBase b	CLEAR	CLEAR	groupFile/Face	IMPORTED	groupFile/Face	3
chain_2	chain_2; Chain_2	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		3
chain_22	chain_22	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		3
chin3.c	chin3.C	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	3
cord5	Cord5	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		3
def-spine.031	DEF-spine.031	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	3
def-thigh.r.004	DEF-thigh.R.004	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	3
fbx_murasaki_face	fbx_murasaki_face	CLEAR	CLEAR	groupFile/Face	IMPORTED	groupFile/Face	3
fbx_sakura_zero_face_none	fbx_sakura_zero_face_none	CLEAR	CLEAR	groupFile/Face	IMPORTED	groupFile/Face	3
finger2a	finger2a	CLEAR	CLEAR	groupFile/Fingers	IMPORTED	groupFile/Fingers	3
flm-arma-swordb-lr	Flm-ArmA-SwordB-LR	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	3
flm-armb-leg-rbc	Flm-ArmB-Leg-RBC	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	3
flowerchoker1.r	FlowerChoker1.R	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	3
frily_root_2.r	Frily_Root_2.R	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	3
frontflaptopnarrower	FrontFlapTopNarrower	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	3
gag_l_02	Gag_L_02	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	3
generichuman_c_chinjnt	GenericHuman_C_chinJnt	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	3
generichuman_r_nostriljnt	GenericHuman_r_nostrilJnt	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	3
head chin middle	head chin middle	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	3
hiji_r__rot_ude_r__z50__offset	hiji_r__rot_ude_r__z50__offset	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	3
innerlips top left	innerlips top left	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	3
jiggle4	Jiggle4	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		3
key 17	Key 17	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		3
key.9	Key.9	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	3
key.black_3	Key.Black_3	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	3
l sideburn g phy	l sideburn g phy	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	3
l_outer_lower	l_outer_lower	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		3
l_rear_holster_0u_8v	l_rear_holster_0u_8v	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	3
left little intermediate	Left Little Intermediate	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	3
left_6	left_6	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		3
leftlowerleg	LeftLowerLeg	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	3
leg right knee_ctr	leg right knee_ctr	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	3
magazine_full	Magazine_full	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	3
microleft	MicroLeft	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		3
mlid_r_1	MLid_R_1	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	3
moustache_l_2	Moustache_L_2	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	3
necklace rope	necklace rope	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	3
nipple up	nipple up	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	3
null.002	Null.002	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		3
object40	Object40	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		3
opt_hand_right_pinky2	OPT_Hand_Right_Pinky2	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	3
pants string ２.r	Pants string ２.R	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	3
pelerinecentr_l	PelerineCentr_L	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	3
pendant.chain_2	Pendant.Chain_2	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	3
r beltc spo	R BeltC Spo	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	3
r_butt_left	R_Butt_left	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	3
r_frontpaw	R_FrontPaw	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	3
rforearmex	RForeArmEX	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	3
rightnipple1	RightNipple1	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	3
rightupperlid	RightUpperLid	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	3
ringleft2	RingLeft2	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	3
rough_small_7	rough_small_7	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		3
rtoemid02	rToeMid02	CLEAR	CLEAR	groupFile/Toes/RightToes	IMPORTED	groupFile/Toes/RightToes	3
shorts non futa shadow	Shorts Non Futa Shadow	PARTIAL	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	3
side_right_7	side_right_7	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		3
taurenmale_hd_bone_78	taurenmale_hd_bone_78	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		3
tentacletopleft2	TentacleTopLeft2	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	3
top_right	TOP_RIGHT	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		3
unused b_l_ankle2helper	unused b_l_ankle2helper	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	3
unusedbone_3b item_ffx_x-2_rikku_by_xxkammyxx	unusedbone_3B item_FFX_X-2_Rikku_By_xXKammyXx	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	3
unuseddummy	unuseddummy	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	3
unusedhandr	unusedhandr	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	3
upperhead	UpperHead	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	3
vag inner2 2	vag inner2 2	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	3
valvebiped.bip01_l_middle01	ValveBiped.Bip01_L_Middle01	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	3
valvebiped.bip01_pack3	ValveBiped.Bip01_Pack3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	3
valvebiped.bip01_vag_l_2	ValveBiped.Bip01_Vag_L_2	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	3
wep_paddle1_button	WEP_Paddle1_Button	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	3
wep_shell5	WEP_Shell5	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	3
wheelback_base	wheelback_base	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	3
adjust_knuckle_a_l	adjust_knuckle_A_L	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	4
arm left shoulder 2 ctr3	arm left shoulder 2 ctr3	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	4
arm right finger 4xx	arm right finger 4xx	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	4
au18z	AU18Z	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	4
backhair5.001	backhair5.001	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	4
backlegs	backlegs	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	4
ballsdetail4	BallsDetail4	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	4
beard_r_131	Beard_R_131	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	4
belthat_bone_r_02	beltHat_bone_r_02	PARTIAL	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	4
bigtoe2_l	bigToe2_l	CLEAR	CLEAR	groupFile/Toes/LeftToes	IMPORTED	groupFile/Toes/LeftToes	4
bip facetemplemiin r	bip facetemplemiin r	PARTIAL	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	4
bip001-pelvis	Bip001-Pelvis	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	4
bip_belt_r_3	bip_belt_R_3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	4
bip_handles_l	bip_handles_l	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
bip_l_wing	bip_l_wing	CLEAR	CLEAR	groupFile/Wings	IMPORTED	groupFile/Wings	4
bip_tentacle.011	Bip_Tentacle.011	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
bipod	bipod; Bipod	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
bobcut.rear_center_3	Bobcut.Rear_Center_3	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	4
bone.001_r.040	Bone.001_R.040	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		4
bone046	Bone046	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		4
bone094	Bone094	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		4
book turnpage9	Book TurnPage9	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
canine_tail2	Canine_Tail2	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	4
cape1_right51	CAPE1_RIGHT51	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	4
cape_10_l	cape_10_L	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	4
ch1	CH1	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		4
cock-head-skinny	cock-head-skinny	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	4
cock.shaft_4_skin	Cock.Shaft_4_Skin	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	4
creasetop	CreaseTop	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
cup.pivot_left	Cup.Pivot_Left	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
dyng w 02	dyng w 02	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
dyng x 03	dyng x 03	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
egg.wall_21	Egg.Wall_21	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
eyecringe.l	EyeCringe.L	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	4
eyeleft1	EyeLeft1	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	4
eyeleft2	EyeLeft2	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	4
fa_low_lid_right_center	fa_low_lid_right_center	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	4
fa_up_lid_right_inner	fa_up_lid_right_inner	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	4
fake_wheel_fl	fake_wheel_fl	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
feather 2b	feather 2b	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
flm-rig-eye-lb	Flm-Rig-Eye-LB	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	4
foreskin_right	foreskin_right	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	4
fur_gen_bed_single_rich_a_mesh.002	FUR_GEN_Bed_Single_Rich_A_Mesh.002	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
fur_gen_pillow_sitting_e_mesh	FUR_GEN_Pillow_Sitting_E_mesh	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
g8	G8	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		4
gentle_3	gentle_3	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		4
glass_d3_d	glass_d3_d	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
hand finger right 1a	hand finger right 1a	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	4
head back 1	head back 1	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	4
head cheeck left 4	head cheeck left 4	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	4
hliddroop	HlidDroop	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	4
jacket.neck_right	Jacket.Neck_Right	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	4
jiggle05	Jiggle05	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
kunai	Kunai	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
l dlip b	L Dlip B	PARTIAL	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	4
l hip spo	L Hip Spo	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	4
l string1 tip sec	l string1 tip sec	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
l_horselink	l_horselink	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
leg back toes right	leg back toes right	CLEAR	CLEAR	groupFile/Toes/RightToes	IMPORTED	groupFile/Toes/RightToes	4
leg left knee twist	leg left knee twist	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	4
leg right boot tassle 6b	leg right boot tassle 6b	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	4
leg right thigh ctr 3	leg right thigh ctr 3	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	4
leg right thigh ctrl 3	leg right thigh ctrl 3	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	4
lipsbottomforward	lipsbottomforward	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	4
lock1	lock1	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
lower_middle_drop	lower_middle_drop	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
lowerbottomlips	LowerBottomLips	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	4
lowerlidlowerr	LowerLidLowerR	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	4
lshoulderj	LShoulderJ	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	4
m_head_2	m_head_2	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	4
nasolabial	Nasolabial	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	4
nostril dilator	Nostril dilator	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	4
object24	Object24	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		4
outereye_l	outerEye_L	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	4
palmlmizin1	PalmLMizin1	PARTIAL	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	4
pb_l_cmy01_bhair_2	pb_L_CMY01_BHair_2	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	4
pc_cable_2	pc_cable_2	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
penis root	penis root	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	4
pillow	Pillow	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
position	Position	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		4
protrusion-bottomnude	Protrusion-bottomnude	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	4
r-titty-pull	R-Titty-Pull	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	4
right ring finger 3 grip 2	Right ring finger 3 grip 2	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	4
rup	RUp	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		4
shell.wall_58	Shell.Wall_58	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
shirt-lift-3	Shirt-Lift-3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	4
stock_pos_00	Stock_Pos_00	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
surprisel	SurpriseL	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	4
tailleft2_4	TailLeft2_4	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	4
tears 2 upper	Tears 2 Upper	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	4
toplid_corner_l	toplid_corner_L	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	4
unused duplicate duplicate unused.006	unused duplicate duplicate unused.006	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	4
unusedbone146	unusedbone146	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	4
valvebiped.bip01_l_ear02	ValveBiped.Bip01_L_Ear02	CLEAR	CLEAR	groupFile/Face/Ears	IMPORTED	groupFile/Face/Ears	4
valvebiped.pcube45	ValveBiped.pCube45	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		4
valvebiped.topswitch	ValveBiped.topswitch	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
vwidth	Vwidth	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		4
wakazashi.tassel_front_8	Wakazashi.Tassel_Front_8	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
wep_backcap	WEP_BackCap	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
wep_cylinder_release	WEP_Cylinder_Release	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	4
anusgrip	AnusGrip	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	5
arm left shoulder 2 adj. 2	arm left shoulder 2 adj. 2	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	5
arm right lower 1	arm right lower 1	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	5
arm.left_top	Arm.Left_Top	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	5
armhandsuitraisealtline	ArmHandSuitRaiseAltLine	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		5
bag a 1	bag a 1	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	5
beard_1	Beard_1	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	5
belthat_bone_l_01	beltHat_bone_l_01	PARTIAL	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	5
bhr43	BhR43	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		5
bip facelipmiloin	bip facelipmiloin	PARTIAL	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	5
bip001 r foretwist	Bip001 R ForeTwist	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	5
bip001-l-clavicle	Bip001-L-Clavicle	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	5
bip01_l_forearm007	Bip01_L_Forearm007	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	5
bip01_l_hand007	Bip01_L_Hand007	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	5
bip01_r_thigh013	Bip01_R_Thigh013	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	5
bip01_r_upperarm013	Bip01_R_UpperArm013	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	5
bip_bobby_l_calftwist	Bip_BOBBY_L_CalfTwist	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	5
bip_horn_03	bip_horn_03	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	5
bip_leg.006	Bip_leg.006	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	5
bip_lube.001	bip_lube.001	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	5
bip_origin	bip_origin	CLEAR	CLEAR	groupFile/RigBody	IMPORTED	groupFile/RigBody	5
bip_r_cloth_a_01	bip_r_cloth_a_01	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	5
bipflm rcalftwist1	BipFlm RCalfTwist1	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	5
blinklmid1	BlinkLMid1	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	5
bobby_bone_necklace_06	BOBBY_Bone_NeckLace_06	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	5
bone 1046	bone 1046	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		5
bone forearm01	bone forearm01	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	5
bone-r-upperarm-twist1	Bone-R-UpperArm-Twist1	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	5
bone009	Bone009	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		5
bone077	Bone077	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		5
bone083	Bone083	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		5
bone106	Bone106	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		5
bow left 2h	bow left 2h	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		5
bow right 1b	bow right 1b	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		5
box08	Box08	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	5
boxbig	BoxBig	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	5
canine_dog_lbrow	Canine_Dog_LBrow	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	5
cape left 2	cape left 2	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	5
cape right 3	cape right 3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	5
cockwide	CockWide	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	5
crow_3.phalanges3_l	Crow_3.Phalanges3_L	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		5
crush-26	crush-26	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		5
dec_gen_wagon_caravan_a_mesh	DEC_GEN_Wagon_Caravan_A_Mesh	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	5
duvetroot	DuvetRoot	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	5
dyng necklace 01	dyng necklace 01	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	5
elbowroll l	ELBOWROLL L	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	5
ex_2	Ex_2	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		5
eye-r-nuetral	Eye-R-Nuetral	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	5
eyeballs-right	Eyeballs-Right	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	5
eyeright2	EyeRight2	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	5
flm-armb-belt-la	Flm-ArmB-Belt-LA	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	5
gag_l_04	Gag_L_04	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	5
h3jiggle06	H3Jiggle06	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		5
