exact_literal	ascii_fold_key	current_classification	final_master_path	human_review_disposition	original_proposed_path	review_row_id	sibling_family_count	scanner_source_lines	notes
jaw_swirve_L	jaw_swirve_l	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11134	1	2, 6, 2, 2, 0	
jaw_swirve_R	jaw_swirve_r	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11143	1	2, 6, 2, 2, 1	
Jaw_Upper	jaw_upper	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11097	1	1, 5, 6, 8, 0	
JawBackward	jawbackward	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11197	1	5, 7, 6	
jawBone	jawbone	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	13894	1	6, 1, 8	
JawBone_Minus	jawbone_minus	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11131	1	1, 5, 6, 6, 8	
JawBone_Plus	jawbone_plus	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11137	1	1, 5, 6, 6, 9	
JawClench_L	jawclench_l	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11033	1	5, 3, 0, 1	
JawClench_R	jawclench_r	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11067	1	5, 3, 0, 2	
JawCloser	jawcloser	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	13006	1	3, 9, 5	
jawdroop	jawdroop	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	12991	1	2, 6, 7, 2	
JawDroopL+JawDroopR	jawdroopl+jawdroopr	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11014	1	8, 0, 0	
jawdrop	jawdrop	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	13756	1	2, 8, 7	
JawDrop1	jawdrop1	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11058	1	5, 3, 0, 3	
JawFix	jawfix	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11045	1	1, 5, 6, 7, 0	
JawForeward	jawforeward	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11152	1	5, 7, 7	
jawL	jawl	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	12178	1	1, 9, 1	
jawline_tight	jawline_tight	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11087	1	5, 1, 5	
jawline_tighter	jawline_tighter	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11077	1	5, 1, 6	
jawline_wide	jawline_wide	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11055	1	5, 1, 7	
JawOpen	jawopen	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11822	2	2, 2, 8	
jawopen	jawopen	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11821	2	3, 4, 4	
JawOpenCorrecter	jawopencorrecter	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11156	1	1, 5, 6, 7, 1	
JawPart0	jawpart0	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11194	1	1, 5, 6, 7, 2	
JawPart1	jawpart1	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11015	1	1, 5, 6, 7, 3	
JawPart2	jawpart2	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11120	1	1, 5, 6, 7, 4	
JawPart4	jawpart4	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11095	1	1, 5, 6, 7, 5	
JawPart5	jawpart5	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11187	1	1, 5, 6, 7, 6	
JawPart6	jawpart6	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11174	1	1, 5, 6, 7, 7	
JawPart7	jawpart7	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	10995	1	1, 5, 6, 7, 8	
jawraise	jawraise	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	12944	1	2, 6, 2, 2, 2	
jawrecede	jawrecede	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	14813	1	2, 6, 2, 2, 3	
JawRotateY-Left	jawrotatey-left	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11094	1	5, 7, 8	
JawRotateY-Right	jawrotatey-right	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11074	1	5, 7, 9	
JawRotateZ-Left	jawrotatez-left	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11025	1	5, 8, 0	
JawRotateZ-Right	jawrotatez-right	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11189	1	5, 8, 1	
Jiggle.Dress_BL_1	jiggle.dress_bl_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1897	1	1, 5, 6, 8, 6	
Jiggle.Dress_BL_2	jiggle.dress_bl_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1552	1	1, 5, 6, 8, 7	
Jiggle.Dress_BL_3	jiggle.dress_bl_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1918	1	1, 5, 6, 8, 8	
Jiggle.Dress_BL_4	jiggle.dress_bl_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1750	1	1, 5, 6, 8, 9	
Jiggle.Dress_BL_5	jiggle.dress_bl_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2086	1	1, 5, 6, 9, 0	
Jiggle.Dress_BL_6	jiggle.dress_bl_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2358	1	1, 5, 6, 9, 1	
Jiggle.Dress_BL_7	jiggle.dress_bl_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2493	1	1, 5, 6, 9, 2	
Jiggle.Dress_BL_8	jiggle.dress_bl_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2437	1	1, 5, 6, 9, 3	
Jiggle.Dress_BR_1	jiggle.dress_br_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2247	1	1, 5, 6, 9, 4	
Jiggle.Dress_BR_2	jiggle.dress_br_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2146	1	1, 5, 6, 9, 5	
Jiggle.Dress_BR_3	jiggle.dress_br_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2092	1	1, 5, 6, 9, 6	
Jiggle.Dress_BR_4	jiggle.dress_br_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2201	1	1, 5, 6, 9, 7	
Jiggle.Dress_BR_5	jiggle.dress_br_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1647	1	1, 5, 6, 9, 8	
Jiggle.Dress_BR_6	jiggle.dress_br_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2369	1	1, 5, 6, 9, 9	
Jiggle.Dress_BR_7	jiggle.dress_br_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2207	1	1, 5, 7, 0, 0	
Jiggle.Dress_BR_8	jiggle.dress_br_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1583	1	1, 5, 7, 0, 1	
Jiggle.Dress_F_1	jiggle.dress_f_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2124	1	1, 5, 7, 1, 0	
Jiggle.Dress_F_2	jiggle.dress_f_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1722	1	1, 5, 7, 1, 1	
Jiggle.Dress_F_3	jiggle.dress_f_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2033	1	1, 5, 7, 1, 2	
Jiggle.Dress_F_4	jiggle.dress_f_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1972	1	1, 5, 7, 1, 3	
Jiggle.Dress_F_5	jiggle.dress_f_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2428	1	1, 5, 7, 1, 4	
Jiggle.Dress_F_6	jiggle.dress_f_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2212	1	1, 5, 7, 1, 5	
Jiggle.Dress_F_7	jiggle.dress_f_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2458	1	1, 5, 7, 1, 6	
Jiggle.Dress_F_8	jiggle.dress_f_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2304	1	1, 5, 7, 1, 7	
Jiggle.Dress_FR_1	jiggle.dress_fr_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1612	1	1, 5, 7, 0, 2	
Jiggle.Dress_FR_2	jiggle.dress_fr_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2512	1	1, 5, 7, 0, 3	
Jiggle.Dress_FR_3	jiggle.dress_fr_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1744	1	1, 5, 7, 0, 4	
Jiggle.Dress_FR_5	jiggle.dress_fr_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1861	1	1, 5, 7, 0, 5	
Jiggle.Dress_FR_6	jiggle.dress_fr_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2091	1	1, 5, 7, 0, 6	
Jiggle.Dress_FR_7	jiggle.dress_fr_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1658	1	1, 5, 7, 0, 7	
Jiggle.Dress_FR_8	jiggle.dress_fr_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1799	1	1, 5, 7, 0, 8	
Jiggle.Dress_FR_9	jiggle.dress_fr_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1792	1	1, 5, 7, 0, 9	
Jiggle.Dress_L1_1	jiggle.dress_l1_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1732	1	1, 5, 7, 1, 8	
Jiggle.Dress_L1_2	jiggle.dress_l1_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2050	1	1, 5, 7, 1, 9	
Jiggle.Dress_L1_3	jiggle.dress_l1_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2521	1	1, 5, 7, 2, 0	
Jiggle.Dress_L1_4	jiggle.dress_l1_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1591	1	1, 5, 7, 2, 1	
Jiggle.Dress_L1_5	jiggle.dress_l1_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2524	1	1, 5, 7, 2, 2	
Jiggle.Dress_L1_6	jiggle.dress_l1_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1692	1	1, 5, 7, 2, 3	
Jiggle.Dress_L1_7	jiggle.dress_l1_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1912	1	1, 5, 7, 2, 4	
Jiggle.Dress_L1_8	jiggle.dress_l1_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2510	1	1, 5, 7, 2, 5	
Jiggle.Dress_L2_1	jiggle.dress_l2_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2009	1	1, 5, 7, 2, 6	
Jiggle.Dress_L2_2	jiggle.dress_l2_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2408	1	1, 5, 7, 2, 7	
Jiggle.Dress_L2_3	jiggle.dress_l2_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1666	1	1, 5, 7, 2, 8	
Jiggle.Dress_L2_4	jiggle.dress_l2_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1672	1	1, 5, 7, 2, 9	
Jiggle.Dress_L2_5	jiggle.dress_l2_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2252	1	1, 5, 7, 3, 0	
Jiggle.Dress_L2_6	jiggle.dress_l2_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1813	1	1, 5, 7, 3, 1	
Jiggle.Dress_L2_7	jiggle.dress_l2_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1906	1	1, 5, 7, 3, 2	
Jiggle.Dress_L2_8	jiggle.dress_l2_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1623	1	1, 5, 7, 3, 3	
Jiggle.Dress_R1_1	jiggle.dress_r1_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2130	1	1, 5, 7, 3, 4	
Jiggle.Dress_R1_2	jiggle.dress_r1_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2333	1	1, 5, 7, 3, 5	
Jiggle.Dress_R1_3	jiggle.dress_r1_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1891	1	1, 5, 7, 3, 6	
Jiggle.Dress_R1_4	jiggle.dress_r1_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2365	1	1, 5, 7, 3, 7	
Jiggle.Dress_R1_5	jiggle.dress_r1_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1596	1	1, 5, 7, 3, 8	
Jiggle.Dress_R1_6	jiggle.dress_r1_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2486	1	1, 5, 7, 3, 9	
Jiggle.Dress_R1_7	jiggle.dress_r1_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2053	1	1, 5, 7, 4, 0	
Jiggle.Dress_R1_8	jiggle.dress_r1_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2291	1	1, 5, 7, 4, 1	
Jiggle.Dress_R2_1	jiggle.dress_r2_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1621	1	1, 5, 7, 4, 2	
Jiggle.Dress_R2_2	jiggle.dress_r2_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2102	1	1, 5, 7, 4, 3	
Jiggle.Dress_R2_3	jiggle.dress_r2_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2117	1	1, 5, 7, 4, 4	
Jiggle.Dress_R2_4	jiggle.dress_r2_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2480	1	1, 5, 7, 4, 5	
Jiggle.Dress_R2_5	jiggle.dress_r2_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2310	1	1, 5, 7, 4, 6	
Jiggle.Dress_R2_6	jiggle.dress_r2_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1784	1	1, 5, 7, 4, 7	
Jiggle.Dress_R2_7	jiggle.dress_r2_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2008	1	1, 5, 7, 4, 8	
Jiggle.Dress_R2_8	jiggle.dress_r2_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1957	1	1, 5, 7, 4, 9	
Jiggle.Hair_B_01	jiggle.hair_b_01	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4625	1	1, 5, 7, 5, 0	
Jiggle.Hair_B_02	jiggle.hair_b_02	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7198	1	1, 5, 7, 5, 1	
Jiggle.Hair_B_03	jiggle.hair_b_03	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6458	1	1, 5, 7, 5, 2	
Jiggle.Hair_B_04	jiggle.hair_b_04	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5968	1	1, 5, 7, 5, 3	
Jiggle.Hair_B_05	jiggle.hair_b_05	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7743	1	1, 5, 7, 5, 4	
Jiggle.Hair_B_06	jiggle.hair_b_06	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7316	1	1, 5, 7, 5, 5	
Jiggle.Hair_B_07	jiggle.hair_b_07	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4312	1	1, 5, 7, 5, 6	
Jiggle.Hair_B_08	jiggle.hair_b_08	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4661	1	1, 5, 7, 5, 7	
Jiggle.Hair_B_09	jiggle.hair_b_09	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4780	1	1, 5, 7, 5, 8	
Jiggle.Hair_B_10	jiggle.hair_b_10	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5495	1	1, 5, 7, 5, 9	
Jiggle.Hair_B_11	jiggle.hair_b_11	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6335	1	1, 5, 7, 6, 0	
Jiggle.Hair_B_12	jiggle.hair_b_12	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4999	1	1, 5, 7, 6, 1	
Jiggle.Hair_B_13	jiggle.hair_b_13	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5321	1	1, 5, 7, 6, 2	
Jiggle.Hair_L_1	jiggle.hair_l_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3910	1	1, 5, 7, 6, 3	
Jiggle.Hair_L_2	jiggle.hair_l_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4315	1	1, 5, 7, 6, 4	
Jiggle.Hair_L_3	jiggle.hair_l_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5454	1	1, 5, 7, 6, 5	
Jiggle.Hair_L_4	jiggle.hair_l_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4643	1	1, 5, 7, 6, 6	
Jiggle.Hair_R_1	jiggle.hair_r_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6671	1	1, 5, 7, 6, 7	
Jiggle.Hair_R_2	jiggle.hair_r_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3621	1	1, 5, 7, 6, 8	
Jiggle.Hair_R_3	jiggle.hair_r_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7535	1	1, 5, 7, 6, 9	
Jiggle.Hair_R_4	jiggle.hair_r_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5895	1	1, 5, 7, 7, 0	
Jiggle.Hair_R_5	jiggle.hair_r_5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5009	1	1, 5, 7, 7, 1	
Jiggle.Hair_R_6	jiggle.hair_r_6	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6520	1	1, 5, 7, 7, 2	
Jiggle.Hair_R_7	jiggle.hair_r_7	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6328	1	1, 5, 7, 7, 3	
Jiggle.Hair_R_8	jiggle.hair_r_8	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4815	1	1, 5, 7, 7, 4	
Jiggle.Hair_R_9	jiggle.hair_r_9	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7215	1	1, 5, 7, 7, 5	
jiggle_dress1	jiggle_dress1	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	14852	1	8, 6, 3, 8	
jiggle_dress1_left	jiggle_dress1_left	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	15027	1	8, 6, 3, 9	
jiggle_dress1_right	jiggle_dress1_right	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	14921	1	8, 6, 4, 0	
jiggle_dress2	jiggle_dress2	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	12457	1	8, 6, 4, 1	
jiggle_dress2_left	jiggle_dress2_left	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	14659	1	8, 6, 4, 2	
jiggle_dress2_right	jiggle_dress2_right	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	13052	1	8, 6, 4, 3	
jiggle_dress3	jiggle_dress3	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	12925	1	8, 6, 4, 4	
jiggle_dress3_left	jiggle_dress3_left	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	11966	1	8, 6, 4, 5	
jiggle_dress3_right	jiggle_dress3_right	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	15151	1	8, 6, 4, 6	
jiggle_dress4	jiggle_dress4	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	13879	1	8, 6, 4, 7	
jiggle_dress4_left	jiggle_dress4_left	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	14913	1	8, 6, 4, 8	
jiggle_dress4_right	jiggle_dress4_right	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	13637	1	8, 6, 4, 9	
jiggle_ear_L	jiggle_ear_l	M3	groupFile/Face/Ears	ACCEPTED_AS_PROPOSED	groupFile/Face/Ears	11648	1	2, 6, 2, 3, 7	
jiggle_ear_R	jiggle_ear_r	M3	groupFile/Face/Ears	ACCEPTED_AS_PROPOSED	groupFile/Face/Ears	11685	1	2, 6, 2, 3, 8	
Jiggle_hair1	jiggle_hair1	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	13997	1	1, 5, 8, 1, 9	
jiggle_hair1_left	jiggle_hair1_left	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	14826	1	8, 6, 5, 0	
Jiggle_hair2	jiggle_hair2	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	14325	1	1, 5, 8, 2, 0	
jiggle_hair2_left	jiggle_hair2_left	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	12881	1	8, 6, 5, 1	
Jiggle_hair3	jiggle_hair3	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	13341	1	1, 5, 8, 2, 1	
jiggle_hair3_left	jiggle_hair3_left	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	14092	1	8, 6, 5, 2	
Jiggle_hair4	jiggle_hair4	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	14571	1	1, 5, 8, 2, 2	
jiggle_hair4_left	jiggle_hair4_left	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	14591	1	8, 6, 5, 3	
jiggle_hair5_left	jiggle_hair5_left	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	12508	1	8, 6, 5, 4	
jiggle_hair_a_01	jiggle_hair_a_01	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5842	1	2, 6, 7, 3	
jiggle_hair_b_0	jiggle_hair_b_0	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3887	1	2, 6, 7, 4	
jiggle_hair_b_1	jiggle_hair_b_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3766	1	2, 6, 7, 5	
jiggle_hair_b_2	jiggle_hair_b_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4769	1	2, 6, 7, 6	
jiggle_hair_b_3	jiggle_hair_b_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8029	1	2, 6, 7, 7	
jiggle_hair_b_4	jiggle_hair_b_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6406	1	2, 6, 7, 8	
jiggle_hair_c_0	jiggle_hair_c_0	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5906	1	2, 6, 7, 9	
jiggle_hair_c_1	jiggle_hair_c_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4268	1	2, 6, 8, 0	
jiggle_hair_c_2	jiggle_hair_c_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7832	1	2, 6, 8, 1	
jiggle_hair_d_0	jiggle_hair_d_0	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6023	1	2, 6, 8, 2	
jiggle_hair_d_1	jiggle_hair_d_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6491	1	2, 6, 8, 3	
jiggle_hair_d_2	jiggle_hair_d_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7297	1	2, 6, 8, 4	
jiggle_hair_e_0	jiggle_hair_e_0	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4128	1	2, 6, 8, 5	
jiggle_hair_e_1	jiggle_hair_e_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7790	1	2, 6, 8, 6	
jiggle_hair_f_0	jiggle_hair_f_0	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5567	1	2, 6, 8, 7	
jiggle_hair_f_1	jiggle_hair_f_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3796	1	2, 6, 8, 8	
