sexual_bones_order_position	exact_literal	source_provenance	prior_body_morphs_presentation_type
3970	DEF_BREAST_C.L	Breast Bones	BONE
3971	DEF_BREAST_C.R	Breast Bones	BONE
3972	DEF_Butt.L	Butt Bones	BONE
3973	DEF_Butt.R	Butt Bones	BONE
3974	DEF_BUTT LOW.L	Butt Bones	BONE
3975	DEF_BUTT LOW.R	Butt Bones	BONE
3976	DEF_Clit	Vagina Bones	BONE
3977	DEF_Clit.001	Vagina Bones	BONE
3978	DEF_IK_NIPPLE.L	Breast Bones	BONE
3979	DEF_IK_NIPPLE.R	Breast Bones	BONE
3980	deform_glute_l	Butt Bones	BONE
3981	deform_glute_r	Butt Bones	BONE
3982	deform_glute_base_l	Butt Bones	BONE
3983	deform_glute_base_r	Butt Bones	BONE
3984	Diccu0	Penis Bones	BONE
3985	Diccu00	Penis Bones	BONE
3986	Diccu01	Penis Bones	BONE
3987	Diccu1	Penis Bones	BONE
3988	Diccu02	Penis Bones	BONE
3989	Diccu2	Penis Bones	BONE
3990	Diccu03	Penis Bones	BONE
3991	Diccu3	Penis Bones	BONE
3992	Diccu04	Penis Bones	BONE
3993	Diccu4	Penis Bones	BONE
3994	Diccu4.000	Penis Bones	BONE
3995	Diccu4.001	Penis Bones	BONE
3996	Diccu4.002	Penis Bones	BONE
3997	Diccu4.003	Penis Bones	BONE
3998	Diccu4.004	Penis Bones	BONE
3999	Diccu4.005	Penis Bones	BONE
4000	Diccu4.006	Penis Bones	BONE
4001	Diccu4.007	Penis Bones	BONE
4002	Diccu4.008	Penis Bones	BONE
4003	Diccu05	Penis Bones	BONE
4004	Diccu5	Penis Bones	BONE
4005	Diccu06	Penis Bones	BONE
4006	Diccu6	Penis Bones	BONE
4007	Diccu07	Penis Bones	BONE
4008	Diccu7	Penis Bones	BONE
4009	Diccu08	Penis Bones	BONE
4010	Diccu8	Penis Bones	BONE
4011	Diccu09	Penis Bones	BONE
4012	Diccu9	Penis Bones	BONE
4013	Diccu10	Penis Bones	BONE
4014	Diccu11	Penis Bones	BONE
4015	Diccu12	Penis Bones	BONE
4016	Diccu13	Penis Bones	BONE
4017	Diccu14	Penis Bones	BONE
4018	Diccu15	Penis Bones	BONE
4019	Diccu16	Penis Bones	BONE
4020	Diccu17	Penis Bones	BONE
4021	Diccu18	Penis Bones	BONE
4022	Diccu19	Penis Bones	BONE
4023	Diccu20	Penis Bones	BONE
4024	Dick	Penis Bones	BONE
4025	Dick0	Penis Bones	BONE
4026	Dick1	Penis Bones	BONE
4027	Dick2	Penis Bones	BONE
4028	Dick3	Penis Bones	BONE
4029	Dick4	Penis Bones	BONE
4030	Dick5	Penis Bones	BONE
4031	Dick6	Penis Bones	BONE
4032	Dick7	Penis Bones	BONE
4033	Dick8	Penis Bones	BONE
4034	Dick9	Penis Bones	BONE
4035	Dick10	Penis Bones	BONE
4036	Dick11	Penis Bones	BONE
4037	Dick12	Penis Bones	BONE
4038	Dick13	Penis Bones	BONE
4039	Dick14	Penis Bones	BONE
4040	Dick15	Penis Bones	BONE
4041	Dick16	Penis Bones	BONE
4042	Dick17	Penis Bones	BONE
4043	Dick.000	Penis Bones	BONE
4044	Dick.001	Penis Bones	BONE
4045	Dick.002	Penis Bones	BONE
4046	Dick.003	Penis Bones	BONE
4047	Dick.004	Penis Bones	BONE
4048	Dick.005	Penis Bones	BONE
4049	Dick.006	Penis Bones	BONE
4050	Dick.007	Penis Bones	BONE
4051	Dick.008	Penis Bones	BONE
4052	Dick.009	Penis Bones	BONE
4053	Dick.010	Penis Bones	BONE
4054	Dick.011	Penis Bones	BONE
4055	Dick.012	Penis Bones	BONE
4056	Dick.013	Penis Bones	BONE
4057	Dick.014	Penis Bones	BONE
4058	Dick.015	Penis Bones	BONE
4059	Dick.016	Penis Bones	BONE
4060	Dick.017	Penis Bones	BONE
4061	Dick.018	Penis Bones	BONE
4062	Dick.019	Penis Bones	BONE
4063	Dick.020	Penis Bones	BONE
4064	dick_0	Penis Bones	BONE
4065	dick_00	Penis Bones	BONE
4066	dick_01	Penis Bones	BONE
4067	dick_1	Penis Bones	BONE
4068	dick_02	Penis Bones	BONE
4069	dick_2	Penis Bones	BONE
4070	dick_03	Penis Bones	BONE
4071	dick_3	Penis Bones	BONE
4072	dick_04	Penis Bones	BONE
4073	dick_4	Penis Bones	BONE
4074	dick_05	Penis Bones	BONE
4075	dick_5	Penis Bones	BONE
4076	dick_06	Penis Bones	BONE
4077	dick_6	Penis Bones	BONE
4078	dick_07	Penis Bones	BONE
4079	dick_7	Penis Bones	BONE
4080	dick_08	Penis Bones	BONE
4081	dick_8	Penis Bones	BONE
4082	dick_09	Penis Bones	BONE
4083	dick_9	Penis Bones	BONE
4084	dick_10	Penis Bones	BONE
4085	Dick_Base	Penis Bones	BONE
4086	Dm-L-Breast	Breast Bones	BONE
4087	Dm-L-Breast-Point	Breast Bones	BONE
4088	Dm-R-Breast	Breast Bones	BONE
4089	Dm-R-Breast-Point	Breast Bones	BONE
4090	Dong0	Penis Bones	BONE
4091	Dong00	Penis Bones	BONE
4092	Dong01	Penis Bones	BONE
4093	Dong1	Penis Bones	BONE
4094	Dong02	Penis Bones	BONE
4095	Dong2	Penis Bones	BONE
4096	Dong03	Penis Bones	BONE
4097	Dong3	Penis Bones	BONE
4098	Dong04	Penis Bones	BONE
4099	Dong4	Penis Bones	BONE
4100	Dong05	Penis Bones	BONE
4101	Dong5	Penis Bones	BONE
4102	Dong06	Penis Bones	BONE
4103	Dong6	Penis Bones	BONE
4104	Dong07	Penis Bones	BONE
4105	Dong7	Penis Bones	BONE
4106	Dong08	Penis Bones	BONE
4107	Dong8	Penis Bones	BONE
4108	Dong09	Penis Bones	BONE
4109	Dong9	Penis Bones	BONE
4110	Dong10	Penis Bones	BONE
4111	Dong11	Penis Bones	BONE
4112	Dong12	Penis Bones	BONE
4113	Dong13	Penis Bones	BONE
4114	Dong14	Penis Bones	BONE
4115	Dong15	Penis Bones	BONE
4116	Dong_00	Penis Bones	BONE
4117	Dong_01	Penis Bones	BONE
4118	Dong_02	Penis Bones	BONE
4119	Dong_03	Penis Bones	BONE
4120	Dong_04	Penis Bones	BONE
4121	Dong_05	Penis Bones	BONE
4122	Dong_06	Penis Bones	BONE
4123	Dong_07	Penis Bones	BONE
4124	Dong_08	Penis Bones	BONE
4125	Dong_08.002	Penis Bones	BONE
4126	Dong_08.003	Penis Bones	BONE
4127	Dong_09	Penis Bones	BONE
4128	Dong_10	Penis Bones	BONE
4129	Dong_HelperBone	Penis Bones	BONE
4130	DongBase	Penis Bones	BONE
4131	Donger00	Penis Bones	BONE
4132	Donger01	Penis Bones	BONE
4133	Donger02	Penis Bones	BONE
4134	Donger03	Penis Bones	BONE
4135	Donger04	Penis Bones	BONE
4136	Donger05	Penis Bones	BONE
4137	Donger06	Penis Bones	BONE
4138	Donger07	Penis Bones	BONE
4139	Donger08	Penis Bones	BONE
4140	Donger09	Penis Bones	BONE
4141	Donger10	Penis Bones	BONE
4142	donger 1	Penis Bones	BONE
4143	donger 2	Penis Bones	BONE
4144	donger 3	Penis Bones	BONE
4145	donger 4	Penis Bones	BONE
4146	donger 5	Penis Bones	BONE
4147	donger 6	Penis Bones	BONE
4148	donger 7	Penis Bones	BONE
4149	donger base	Penis Bones	BONE
4150	donger root	Penis Bones	BONE
4151	Donger_00	Penis Bones	BONE
4152	Donger_01	Penis Bones	BONE
4153	Donger_02	Penis Bones	BONE
4154	Donger_03	Penis Bones	BONE
4155	Donger_04	Penis Bones	BONE
4156	Donger_05	Penis Bones	BONE
4157	Donger_06	Penis Bones	BONE
4158	Donger_07	Penis Bones	BONE
4159	Donger_08	Penis Bones	BONE
4160	Donger_09	Penis Bones	BONE
4161	Donger_10	Penis Bones	BONE
4162	Donger_Base	Penis Bones	BONE
4163	Donut01	Anus Bones	BONE
4164	FK_BallPinch	Balls Bones	BONE
4165	FK_BallsCont00	Balls Bones	BONE
4166	FK_BallsCont01	Balls Bones	BONE
4167	FK_BaseBone	Penis Bones	BONE
4168	FK_Penis00	Penis Bones	BONE
4169	FK_Penis01	Penis Bones	BONE
4170	FK_Penis02	Penis Bones	BONE
4171	FK_Penis03	Penis Bones	BONE
4172	FK_Penis04	Penis Bones	BONE
4173	FK_Penis05	Penis Bones	BONE
4174	FK_Penis06	Penis Bones	BONE
4175	FK_Penis07	Penis Bones	BONE
4176	FK_Penis08	Penis Bones	BONE
4177	FK_Penis09	Penis Bones	BONE
4178	FK_Penis10	Penis Bones	BONE
4179	FK_Penis11	Penis Bones	BONE
4180	FK_Penis12	Penis Bones	BONE
4181	FK_Penis13	Penis Bones	BONE
4182	FK_Penis14	Penis Bones	BONE
4183	FK_Penis15	Penis Bones	BONE
4184	FK_Penis16	Penis Bones	BONE
4185	FK_Penis17	Penis Bones	BONE
4186	FK_Penis18	Penis Bones	BONE
4187	FK_Penis19	Penis Bones	BONE
4188	FK_Penis20	Penis Bones	BONE
4189	FK_Penis21	Penis Bones	BONE
4190	FK_Penis22	Penis Bones	BONE
4191	FK_Penis23	Penis Bones	BONE
4192	FK_Penis24	Penis Bones	BONE
4193	FK_Penis25	Penis Bones	BONE
4194	FK_Penis26	Penis Bones	BONE
4195	FK_Penis27	Penis Bones	BONE
4196	FK_Penis28	Penis Bones	BONE
4197	FK_Penis29	Penis Bones	BONE
4198	FK_Penis30	Penis Bones	BONE
4199	FK_Testicle_L	Balls Bones	BONE
4200	FK_Testicle_R	Balls Bones	BONE
4201	FK_Testy_L	Balls Bones	BONE
4202	FK_Testy_R	Balls Bones	BONE
4203	FK_TestyCont00	Balls Bones	BONE
4204	FK_TestyCont01	Balls Bones	BONE
4205	fold_left	Vagina Bones	BONE
4206	fold_right	Vagina Bones	BONE
4207	ForeSkin_L	Penis Bones	BONE
4208	ForeSkin_R	Penis Bones	BONE
4209	foreskin.l	Penis Bones	BONE
4210	foreskin.r	Penis Bones	BONE
4211	foreskin_ant_L	Penis Bones	BONE
4212	foreskin_ant_R	Penis Bones	BONE
4213	foreskin_ant	Penis Bones	BONE
4214	foreskin_ant_inf_L	Penis Bones	BONE
4215	foreskin_ant_inf_R	Penis Bones	BONE
4216	foreskin_ant_inf	Penis Bones	BONE
4217	foreskin_ant_sup_L	Penis Bones	BONE
4218	foreskin_ant_sup_R	Penis Bones	BONE
4219	foreskin_ant_sup	Penis Bones	BONE
4220	ForeSkin_B	Penis Bones	BONE
4221	foreskin_pos_L	Penis Bones	BONE
4222	foreskin_pos_R	Penis Bones	BONE
4223	foreskin_pos	Penis Bones	BONE
4224	foreskin_pos_inf_L	Penis Bones	BONE
4225	foreskin_pos_inf_R	Penis Bones	BONE
4226	foreskin_pos_inf	Penis Bones	BONE
4227	foreskin_pos_sup_L	Penis Bones	BONE
4228	foreskin_pos_sup_R	Penis Bones	BONE
4229	foreskin_pos_sup	Penis Bones	BONE
4230	ForeSkin_T	Penis Bones	BONE
4231	foreskinbot	Penis Bones	BONE
4232	ForeskinBottom	Penis Bones	BONE
4233	foreskintop	Penis Bones	BONE
4234	fr.pussy.000.L	Vagina Bones	BONE
4235	fr.pussy.000.R	Vagina Bones	BONE
4236	fr.pussy.001.L	Vagina Bones	BONE
4237	fr.pussy.001.R	Vagina Bones	BONE
4238	fr.pussy.002.L	Vagina Bones	BONE
4239	fr.pussy.002.R	Vagina Bones	BONE
4240	fr.pussy.003.L	Vagina Bones	BONE
4241	fr.pussy.003.R	Vagina Bones	BONE
4242	fr.pussy.004.L	Vagina Bones	BONE
4243	fr.pussy.004.R	Vagina Bones	BONE
4244	fr.pussy.005.L	Vagina Bones	BONE
4245	fr.pussy.005.R	Vagina Bones	BONE
4246	fr.pussy.006.L	Vagina Bones	BONE
4247	fr.pussy.006.R	Vagina Bones	BONE
4248	fr.pussy.007.L	Vagina Bones	BONE
4249	fr.pussy.007.R	Vagina Bones	BONE
4250	fr.pussy.008.L	Vagina Bones	BONE
4251	fr.pussy.008.R	Vagina Bones	BONE
4252	fr.pussy.009.L	Vagina Bones	BONE
4253	fr.pussy.009.R	Vagina Bones	BONE
4254	fr.pussy.010.L	Vagina Bones	BONE
4255	fr.pussy.010.R	Vagina Bones	BONE
4256	fr.pussy.011.L	Vagina Bones	BONE
4257	fr.pussy.011.R	Vagina Bones	BONE
4258	fr.pussy.012.L	Vagina Bones	BONE
4259	fr.pussy.012.R	Vagina Bones	BONE
4260	fr.pussy.013.L	Vagina Bones	BONE
4261	fr.pussy.013.R	Vagina Bones	BONE
4262	fr.pussy.014.L	Vagina Bones	BONE
4263	fr.pussy.014.R	Vagina Bones	BONE
4264	fr.pussy.015.L	Vagina Bones	BONE
4265	fr.pussy.015.R	Vagina Bones	BONE
4266	fr.pussy.016.L	Vagina Bones	BONE
4267	fr.pussy.016.R	Vagina Bones	BONE
4268	fr.pussy.017.L	Vagina Bones	BONE
4269	fr.pussy.017.R	Vagina Bones	BONE
4270	fr.pussy.018.L	Vagina Bones	BONE
4271	fr.pussy.018.R	Vagina Bones	BONE
4272	fr.pussy.019.L	Vagina Bones	BONE
4273	fr.pussy.019.R	Vagina Bones	BONE
4274	fr.pussy.020.L	Vagina Bones	BONE
4275	fr.pussy.020.R	Vagina Bones	BONE
4276	fr.pussy.021.L	Vagina Bones	BONE
4277	fr.pussy.021.R	Vagina Bones	BONE
4278	fr.pussy.022.L	Vagina Bones	BONE
4279	fr.pussy.022.R	Vagina Bones	BONE
4280	fr.pussy.023.L	Vagina Bones	BONE
4281	fr.pussy.023.R	Vagina Bones	BONE
4282	fr.pussy.024.L	Vagina Bones	BONE
4283	fr.pussy.024.R	Vagina Bones	BONE
4284	fr.pussy.025.L	Vagina Bones	BONE
4285	fr.pussy.025.R	Vagina Bones	BONE
4286	fr.pussy.026.L	Vagina Bones	BONE
4287	fr.pussy.026.R	Vagina Bones	BONE
4288	fr.pussy.027.L	Vagina Bones	BONE
4289	fr.pussy.027.R	Vagina Bones	BONE
4290	fr.pussy.028.L	Vagina Bones	BONE
4291	fr.pussy.028.R	Vagina Bones	BONE
4292	fr.pussy.029.L	Vagina Bones	BONE
4293	fr.pussy.029.R	Vagina Bones	BONE
4294	fr.pussy.030.L	Vagina Bones	BONE
4295	fr.pussy.030.R	Vagina Bones	BONE
4296	Front anus	Anus Bones	BONE
4297	Front pussy	Vagina Bones	BONE
4298	Gen0	Penis Bones	BONE
4299	Gen1	Penis Bones	BONE
4300	Gen2	Penis Bones	BONE
4301	Gen3	Penis Bones	BONE
4302	Gen4	Penis Bones	BONE
4303	Gen5	Penis Bones	BONE
4304	Gen6	Penis Bones	BONE
4305	Gen7	Penis Bones	BONE
4306	Gen8	Penis Bones	BONE
4307	Gen9	Penis Bones	BONE
4308	Gen10	Penis Bones	BONE
4309	Gen.Root	Genital Bones	BONE
4310	genitails root	Genital Bones	BONE
4311	genital left	Vagina Bones	BONE
4312	genital right	Vagina Bones	BONE
4313	genital back	Vagina Bones	BONE
4314	genital clit	Vagina Bones	BONE
4315	genital clitoris	Vagina Bones	BONE
4316	Genital Innards (Scale only)	Genital Bones	BONE
4317	Genitals	Genital Bones	BONE
4318	genitals anus	Anus Bones	BONE
4319	genitals anus root	Anus Bones	BONE
4320	genitals penis 0	Penis Bones	BONE
4321	genitals penis 00	Penis Bones	BONE
4322	genitals penis 01	Penis Bones	BONE
4323	genitals penis 1	Penis Bones	BONE
4324	genitals penis 02	Penis Bones	BONE
4325	genitals penis 2	Penis Bones	BONE
4326	genitals penis 03	Penis Bones	BONE
4327	genitals penis 3	Penis Bones	BONE
4328	genitals penis 04	Penis Bones	BONE
4329	genitals penis 4	Penis Bones	BONE
4330	genitals penis 05	Penis Bones	BONE
4331	genitals penis 5	Penis Bones	BONE
4332	genitals penis 06	Penis Bones	BONE
4333	genitals penis 6	Penis Bones	BONE
4334	genitals penis 07	Penis Bones	BONE
4335	genitals penis 7	Penis Bones	BONE
4336	genitals penis 08	Penis Bones	BONE
4337	genitals penis 8	Penis Bones	BONE
4338	genitals penis 09	Penis Bones	BONE
4339	genitals penis 9	Penis Bones	BONE
4340	genitals penis 10	Penis Bones	BONE
4341	genitals penis base	Penis Bones	BONE
4342	genitals rectum left	Anus Bones	BONE
4343	genitals rectum right	Anus Bones	BONE
4344	genitals rectum bottom	Anus Bones	BONE
4345	genitals rectum top	Anus Bones	BONE
4346	genitals vagina left	Vagina Bones	BONE
4347	genitals vagina right	Vagina Bones	BONE
4348	genitals vagina 1	Vagina Bones	BONE
4349	genitals vagina 2	Vagina Bones	BONE
4350	Genitals.000	Genital Bones	BONE
4351	Genitals.001	Genital Bones	BONE
4352	Genitals.002	Genital Bones	BONE
4353	Genitals.003	Genital Bones	BONE
4354	Genitals.004	Genital Bones	BONE
4355	Genitals.005	Genital Bones	BONE
4356	Genitals.006	Genital Bones	BONE
4357	Genitals.007	Genital Bones	BONE
4358	Genitals.008	Genital Bones	BONE
4359	Genitals.009	Genital Bones	BONE
4360	Genitals.010	Genital Bones	BONE
4361	Genitals.011	Genital Bones	BONE
4362	Genitals_Root	Genital Bones	BONE
4363	Genitals_root	Genital Bones (ASCII-family carry-along of Genitals_Root, human-approved)	BONE
4364	GenitalsUp	Genital Bones	FLEX
4365	Gens	Genital Bones	BONE
4366	Gentials	Genital Bones	BONE
4367	Glute_L	Butt Bones	BONE
4368	Glute_R	Butt Bones	BONE
4369	Gluteus_Base L	Butt Bones	BONE
4370	Gluteus_Base R	Butt Bones	BONE
4371	Gluteus_Jiggle L	Butt Bones	BONE
4372	Gluteus_Jiggle R	Butt Bones	BONE
4373	groin	Genital Bones	BONE
4374	Head_00	Penis Bones	BONE
4375	Head_01	Penis Bones	BONE
4376	Head_02	Penis Bones	BONE
4377	Head_03	Penis Bones	BONE
4378	Head_04	Penis Bones	BONE
4379	Head_05	Penis Bones	BONE
4380	Head_06	Penis Bones	BONE
4381	Head_07	Penis Bones	BONE
4382	Head_08	Penis Bones	BONE
4383	Head_09	Penis Bones	BONE
4384	Head_10	Penis Bones	BONE
4385	hide clitoris	Vagina Bones	BONE
4386	hips left	Butt Bones	BONE
4387	hips right	Butt Bones	BONE
4388	HLP_L_Butt	Butt Bones	BONE
4389	HLP_L_Butt_Slerp	Butt Bones	BONE
4390	HLP_R_Butt	Butt Bones	BONE
4391	HLP_R_Butt_Slerp	Butt Bones	BONE
4392	Horse_Ball_L	Balls Bones	BONE
4393	Horse_Ball_R	Balls Bones	BONE
4394	Horse_Ball_L.001	Balls Bones	BONE
4395	Horse_Ball_R.001	Balls Bones	BONE
4396	HorseLewd1	Penis Bones	BONE
4397	HorseLewd2	Penis Bones	BONE
4398	HorseLewd3	Penis Bones	BONE
4399	HorseLewd4	Penis Bones	BONE
4400	jig_boob_0_L	Breast Bones	BONE
4401	jig_boob_0_R	Breast Bones	BONE
4402	jig_boob_1_L	Breast Bones	BONE
4403	jig_boob_1_R	Breast Bones	BONE
4404	jig_boob_2_L	Breast Bones	BONE
4405	jig_boob_2_R	Breast Bones	BONE
4406	jig_butt_L	Butt Bones	BONE
4407	jig_butt_R	Butt Bones	BONE
4408	jiggle_bewb0_L	Breast Bones	BONE
4409	jiggle_bewb0_R	Breast Bones	BONE
4410	jiggle_bewb1_L	Breast Bones	BONE
4411	jiggle_bewb1_R	Breast Bones	BONE
4412	jiggle_bewb2_L	Breast Bones	BONE
4413	jiggle_bewb2_R	Breast Bones	BONE
4414	jiggle_bewb3_L	Breast Bones	BONE
4415	jiggle_bewb3_R	Breast Bones	BONE
4416	jiggle_bewb4_L	Breast Bones	BONE
4417	jiggle_bewb4_R	Breast Bones	BONE
4418	jiggle_bewb5_L	Breast Bones	BONE
4419	jiggle_bewb5_R	Breast Bones	BONE
4420	jiggle_bewb6_L	Breast Bones	BONE
4421	jiggle_bewb6_R	Breast Bones	BONE
4422	jiggle_bewb7_L	Breast Bones	BONE
4423	jiggle_bewb7_R	Breast Bones	BONE
4424	jiggle_bewb8_L	Breast Bones	BONE
4425	jiggle_bewb8_R	Breast Bones	BONE
4426	jiggle_bewb9_L	Breast Bones	BONE
4427	jiggle_bewb9_R	Breast Bones	BONE
4428	jiggle_bewb10_L	Breast Bones	BONE
4429	jiggle_bewb10_R	Breast Bones	BONE
4430	jiggle_breast1_L	Breast Bones	BONE
4431	jiggle_breast1_R	Breast Bones	BONE
4432	jiggle_breast11_L	Breast Bones	BONE
4433	jiggle_breast11_R	Breast Bones	BONE
4434	jiggle_breast12_L	Breast Bones	BONE
4435	jiggle_breast12_R	Breast Bones	BONE
4436	jiggle_breast13_L	Breast Bones	BONE
4437	jiggle_breast13_R	Breast Bones	BONE
4438	jiggle_breast_l.001	Breast Bones	BONE
4439	jiggle_breast_l.002	Breast Bones	BONE
4440	jiggle_breast_r.001	Breast Bones	BONE
4441	jiggle_breast_r.002	Breast Bones	BONE
4442	Joint_Vagina_Front	Vagina Bones	BONE
4443	Joint_Vagina_Left_1	Vagina Bones	BONE
4444	Joint_Vagina_Left_2	Vagina Bones	BONE
4445	Joint_Vagina_Left_3	Vagina Bones	BONE
4446	Joint_Vagina_Left_4	Vagina Bones	BONE
4447	Joint_Vagina_Left_5	Vagina Bones	BONE
4448	Joint_Vagina_Left_6	Vagina Bones	BONE
4449	Joint_Vagina_Left_7	Vagina Bones	BONE
4450	Joint_Vagina_Left_8	Vagina Bones	BONE
4451	Joint_Vagina_Left_9	Vagina Bones	BONE
4452	Joint_Vagina_Rear	Vagina Bones	BONE
4453	Joint_Vagina_Right_1	Vagina Bones	BONE
4454	Joint_Vagina_Right_2	Vagina Bones	BONE
4455	Joint_Vagina_Right_3	Vagina Bones	BONE
4456	Joint_Vagina_Right_4	Vagina Bones	BONE
4457	Joint_Vagina_Right_5	Vagina Bones	BONE
4458	Joint_Vagina_Right_6	Vagina Bones	BONE
4459	Joint_Vagina_Right_7	Vagina Bones	BONE
4460	Joint_Vagina_Right_8	Vagina Bones	BONE
4461	Joint_Vagina_Right_9	Vagina Bones	BONE
4462	L Anus	Anus Bones	BONE
4463	L Anus.000	Anus Bones	BONE
4464	L Anus.001	Anus Bones	BONE
4465	L Anus.002	Anus Bones	BONE
4466	L Anus.003	Anus Bones	BONE
4467	L Anus.004	Anus Bones	BONE
4468	L Anus.005	Anus Bones	BONE
4469	L Anus.006	Anus Bones	BONE
4470	L Anus.007	Anus Bones	BONE
4471	L Anus.008	Anus Bones	BONE
4472	L Anus.009	Anus Bones	BONE
4473	L Anus.010	Anus Bones	BONE
4474	L Buttock	Butt Bones	BONE
4475	L Buttock.001	Butt Bones	BONE
4476	L Buttock.002	Butt Bones	BONE
4477	L Gluteo	Butt Bones	BONE
4478	L Pussy	Vagina Bones	BONE
4479	L Pussy.000	Vagina Bones	BONE
4480	L Pussy.001	Vagina Bones	BONE
4481	L Pussy.002	Vagina Bones	BONE
4482	L Pussy.003	Vagina Bones	BONE
4483	L Pussy.004	Vagina Bones	BONE
4484	L Pussy.005	Vagina Bones	BONE
4485	L Pussy.006	Vagina Bones	BONE
4486	L Pussy.007	Vagina Bones	BONE
4487	L Pussy.008	Vagina Bones	BONE
4488	L Pussy.009	Vagina Bones	BONE
4489	L Pussy.010	Vagina Bones	BONE
4490	l.nut	Balls Bones	BONE
4491	l.Pectoral	Breast Bones	BONE
4492	L__boob_nipple	Breast Bones	BONE
4493	L_boob_base	Breast Bones	BONE
4494	L_Breast	Breast Bones	BONE
4495	L_Butt	Butt Bones	BONE
4496	L_butt_jiggle	Butt Bones	BONE
4497	L_Glute	Butt Bones	BONE
4498	L_Nipple	Breast Bones	BONE
4499	L_Pectoral	Breast Bones	BONE
4500	LabiaLeft	Vagina Bones	BONE
4501	LabiaRight	Vagina Bones	BONE
4502	L_LabiumMajora1	Vagina Bones	BONE
4503	R_LabiumMajora1	Vagina Bones	BONE
4504	LabiumMajora1 L	Vagina Bones	BONE
4505	L_LabiumMajora2	Vagina Bones	BONE
4506	R_LabiumMajora2	Vagina Bones	BONE
4507	LabiumMajora2 L	Vagina Bones	BONE
4508	LabiumMajora2 R	Vagina Bones	BONE
4509	LabiumMajora 1 R	Vagina Bones	BONE
4510	labiumMajoraBack	Vagina Bones	BONE
4511	LabMajL	Vagina Bones	BONE
4512	LabMajR	Vagina Bones	BONE
4513	large clitoris	Vagina Bones	BONE
4514	LBreast	Breast Bones	BONE
4515	lBreast_0	Breast Bones	BONE
4516	lBreast_00	Breast Bones	BONE
4517	lBreast_01	Breast Bones	BONE
4518	lBreast_1	Breast Bones	BONE
4519	lBreast_02	Breast Bones	BONE
4520	lBreast_2	Breast Bones	BONE
4521	lBreast_03	Breast Bones	BONE
4522	lBreast_3	Breast Bones	BONE
4523	lBreast_04	Breast Bones	BONE
4524	lBreast_4	Breast Bones	BONE
4525	lBreast_05	Breast Bones	BONE
4526	lBreast_5	Breast Bones	BONE
4527	lBreast_06	Breast Bones	BONE
4528	lBreast_6	Breast Bones	BONE
4529	lBreast_07	Breast Bones	BONE
4530	lBreast_7	Breast Bones	BONE
4531	lBreast_08	Breast Bones	BONE
4532	lBreast_8	Breast Bones	BONE
4533	lBreast_09	Breast Bones	BONE
4534	lBreast_9	Breast Bones	BONE
4535	lBreast_10	Breast Bones	BONE
4536	LBreast_nude	Breast Bones	BONE
4537	lButt	Butt Bones	BONE
4538	LButt_nude	Butt Bones	BONE
4539	lButt_root	Butt Bones	BONE
4540	Left Breast Bottom	Breast Bones	BONE
4541	Left Breast Left	Breast Bones	BONE
4542	Left pussy	Vagina Bones	BONE
4543	Left Small Labia 1_L	Vagina Bones	BONE
4544	Left Small Labia 1_R	Vagina Bones	BONE
4545	Left Small Labia 1	Vagina Bones	BONE
4546	Left_Ass	Butt Bones	BONE
4547	left_breast	Breast Bones	BONE
4548	left_breast2	Breast Bones	BONE
4549	left_buttocks	Butt Bones	BONE
4550	left_fold	Vagina Bones	BONE
4551	left_lower_vag_1	Vagina Bones	BONE
4552	left_lower_vag_2	Vagina Bones	BONE
4553	left_middle_vag_1	Vagina Bones	BONE
4554	left_middle_vag_2	Vagina Bones	BONE
4555	Left_Small_Labia1	Vagina Bones	BONE
4556	Left_Small_Labia2	Vagina Bones	BONE
4557	left_testicle_1	Balls Bones	BONE
4558	left_testicle_2	Balls Bones	BONE
4559	left_testicle_3	Balls Bones	BONE
4560	left_testicle_tip	Balls Bones	BONE
4561	left_upper_vag_1	Vagina Bones	BONE
4562	left_upper_vag_2	Vagina Bones	BONE
4563	left_vag	Vagina Bones	BONE
4564	LeftBalls	Balls Bones	BONE
4565	LeftBreast1	Breast Bones	BONE
4566	LeftBreast2	Breast Bones	BONE
4567	LeftBreast3	Breast Bones	BONE
4568	LeftBreast4	Breast Bones	BONE
4569	LeftBreast_Root	Breast Bones	BONE
4570	LeftBreastShakeAdjustment__L_R	Breast Bones	BONE
4571	LeftBreastZShakeAdjustment__L_R	Breast Bones	BONE
4572	leftbreathe	Breast Bones	BONE
4573	LeftBun	Butt Bones	BONE
4574	LeftBust_mik	Breast Bones	BONE
4575	LeftButt	Butt Bones	BONE
4576	LeftButt1	Butt Bones	BONE
4577	LeftButt2	Butt Bones	BONE
4578	LeftButtock	Butt Bones	BONE
4579	LeftHip.001	Butt Bones	BONE
4580	LeftHip.002	Butt Bones	BONE
4581	LeftHip.003	Butt Bones	BONE
4582	LeftHip.004	Butt Bones	BONE
4583	LeftLowerVag1	Vagina Bones	BONE
4584	LeftLowerVag2	Vagina Bones	BONE
4585	LeftPectoralis_mik	Breast Bones	BONE
4586	LeftPussy	Vagina Bones	BONE
4587	LeftPussyInner1	Vagina Bones	BONE
4588	LeftPussyInner2	Vagina Bones	BONE
4589	LeftPussyOpen	Vagina Bones	BONE
4590	LeftPussyOuter1	Vagina Bones	BONE
4591	LeftPussyOuter2	Vagina Bones	BONE
